Long Term Testing Log File,,,-,2024-08-20_114639
Time,,,,,Param,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Message
,,,,,,,,,,,STARTING TEST SET 1: SET FREQ and AMP: 0
""
2024-08-20_114639,,,,,FREQ,512,3000,10000,23000,33000
2024-08-20_114639,,,,,AMP,0.033,0.019,0.068,0.07100000000000001,0.044
2024-08-20_114639,,,,,PHASE,152,64,105,61,146
2024-08-20_1146,,,,,,,,,,,SIGNAL GENERATORS ARE SETUP
""
2024-08-20_114654,,,,,FREQ,512,3000,10000,23000,33000
2024-08-20_114654,,,,,AMP,0.07100000000000001,0.07300000000000001,0.044,0.029,0.054000000000000006
2024-08-20_114654,,,,,PHASE,175,3,85,8,151
2024-08-20_1146,,,,,,,,,,,SIGNAL GENERATORS ARE SETUP
""
2024-08-20_114708,,,,,FREQ,512,3000,10000,23000,33000
2024-08-20_114708,,,,,AMP,0.05600000000000001,0.006,0.021,0.06,0.040999999999999995
2024-08-20_114708,,,,,PHASE,111,69,92,24,46
2024-08-20_1147,,,,,,,,,,,SIGNAL GENERATORS ARE SETUP
""
2024-08-20_114722,,,,,FREQ,512,3000,10000,23000,33000
2024-08-20_114722,,,,,AMP,0.006,0.051000000000000004,0.025,0.006,0.066
2024-08-20_114722,,,,,PHASE,60,88,18,34,122
2024-08-20_1147,,,,,,,,,,,SIGNAL GENERATORS ARE SETUP
""
2024-08-20_114736,,,,,FREQ,512,3000,10000,23000,33000
2024-08-20_114736,,,,,AMP,0.054000000000000006,0.057999999999999996,0.047,0.025,0.07200000000000001
2024-08-20_114736,,,,,PHASE,149,32,15,30,88
2024-08-20_1147,,,,,,,,,,,SIGNAL GENERATORS ARE SETUP
""
2024-08-20_114750,,,,,FREQ,512,3000,10000,23000,33000
2024-08-20_114750,,,,,AMP,0.07400000000000001,0.023,0.011,0.028,0.05
2024-08-20_114750,,,,,PHASE,23,7,40,27,131
2024-08-20_1147,,,,,,,,,,,SIGNAL GENERATORS ARE SETUP
,,,,,,,,,,,STARTING TEST SET 1: SET FREQ and AMP: 1
""
2024-08-20_114804,,,,,FREQ,512,3000,10000,23000,33000
