BF5	3EA	B42	BCD	C74	C39	456	CAA	CC5	48D
BEF	3E2	B45	BCF	C71	C33	45E	CA2	CBE	490
BEA	3DA	B44	BD1	C6D	C2D	465	C9B	CBA	493
BE6	3D4	B49	BD5	C6A	C27	46A	C95	CB6	497
BDF	3CB	B49	BDA	C64	C1E	473	C8D	CB2	49C
BD7	3C1	B4D	BE1	C5E	C12	47E	C85	CB0	4A6
BD0	3B8	B53	BEB	C57	C06	48A	C7E	CB1	4B1
BC9	3B0	B58	BF9	C51	BF7	49A	C78	CB7	4C1
BC4	3AA	B5E	C0D	C4C	BE5	4AF	C74	CC4	4D8
BBF	3A4	B64	C34	C47	BC8	4D7	C72	CE5	502
BBA	39F	B6D	3EC	C43	AB9	CB0	C71	4A3	CDF
BB6	39A	B77	429	C3F	3CF	CCD	C72	4D0	D00
BB2	396	B82	408	C3B	3F7	CAD	C75	4AB	CE8
BAD	390	BA2	3F0	C36	42C	C96	C86	48E	CE5
BE3	3D1	B4B	BD5	C68	C24	46D	C93	CB5	498
BDD	3C9	B4C	BDC	C63	C1B	476	C8B	CB1	49E
BD9	3C4	B52	BDE	C60	C17	47A	C87	CB0	4A2
BD6	3BF	B4B	BE3	C5C	C10	480	C83	CAF	4A7
BD5	3BD	B48	BE6	C5A	C0C	484	C81	CB0	4AB
BD1	3B9	B4F	BEA	C58	C07	489	C7E	CB0	4B0
BD0	3B8	B54	BEC	C57	C05	48B	C7D	CB1	4B2
BAC	390	BA3	3ED	C36	42C	C93	C86	489	CE4
BDE	3CD	B34	BC4	C60	C20	457	C8E	CAD	486
BA4	388	B74	3F8	C2D	3ED	C9D	C68	49A	CD8


INT
(A1)	(A2)	(A3)	(A4)	(A5)	(A6)	(A7)	(A8)	(A9)	(A10)
3179	1005	860	940	1319	1240	1254	1212	1226	1147
3425	1248	1149	1178	1320	1240	1254	1212	1226	1147
3471	1279	1136	1208	1320	1241	1255	1212	1226	1147
3450	1246	3114	1177	1321	1242	1256	1212	1226	1147
1207	3106	2886	3040	1322	1243	1256	1212	1226	1147
1188	3090	2908	3023	1323	1244	1258	1212	1226	1147
1187	3086	2876	3019	1325	1245	1259	1212	1226	1147
1183	3082	2889	3015	1327	1247	1261	1212	1227	1147
1184	3080	2862	3014	1328	1249	1262	1213	1227	1147
1184	3079	2883	3012	1331	1251	1265	1213	1227	1147
1186	3078	2882	3011	1333	1253	1267	1213	1227	1147
1188	3077	2878	3010	1337	1257	1270	1213	1227	1147
1190	3076	2876	3009	1340	1260	1273	1213	1228	1147
1194	3076	2885	3009	1344	1264	1277	1214	1228	1147
1198	3076	2881	3008	1348	1268	1281	1214	1228	1147
1204	3076	2879	3008	1355	1275	1288	1214	1228	1147
1209	3076	2875	3008	1361	1280	1293	1214	1229	1147
1220	3076	2867	3008	1371	1291	1304	1215	1229	1147
1241	3076	2881	3008	1393	1313	1325	1215	1230	1147
3215	3077	2883	3007	3344	3261	3272	1216	1230	1147
3348	3077	2873	3007	3502	3421	3432	1217	1231	1147
3276	3078	2875	3007	3430	3349	3360	1218	1232	1147
3250	3078	2867	3006	3404	3323	3333	1219	1233	1147
3232	3080	2877	3007	3387	3305	3315	1220	1235	1148
3218	3081	2875	3007	3374	3291	3300	1221	1236	1148
3207	3082	2877	3007	3363	3280	3289	1222	1237	1148
3198	3084	2881	3007	3354	3271	3279	1224	1239	1148
3190	3084	2876	3007	3347	3263	3270	1225	1240	1148
3179	3087	2876	3007	3337	3252	3258	1228	1243	1148
3167	3091	2875	3007	3326	3240	3244	1232	1247	1149
3157	3096	2874	3008	3318	3230	3231	1236	1252	1149
3148	3101	2875	3008	3311	3221	3219	1242	1258	1150
3140	3108	2874	3008	3306	3213	3207	1249	1265	1150
3133	3116	2871	3008	3303	3205	3196	1258	1275	1151
3126	3128	2877	3009	3302	3198	3184	1270	1287	1151
3120	3145	2879	3010	3306	3192	3172	1287	1304	1152
3114	3175	2877	3010	3322	3186	3159	1317	1335	1152
3106	1071	2876	3011	3118	3178	3136	3318	3337	1153
3097	1091	2880	3012	1164	3168	3083	3329	3349	1155
3088	1058	2878	3013	3158	3159	1016	3296	3317	1157
3081	1038	2879	3015	3187	3151	1067	3277	3299	1158
3073	1023	2880	3017	3191	3143	1088	3263	3286	1160
3067	1012	2881	3019	3191	3136	1101	3251	3276	1163
3061	1002	2882	3021	3188	3129	1110	3242	3269	1165
3055	994	2885	3023	3185	3123	1118	3234	3262	1168
3050	986	2884	3025	3181	3117	1125	3227	3258	1171
3046	980	2889	3029	3178	3111	1130	3221	3254	1175
3039	971	2889	3034	3172	3102	1139	3213	3250	1180
3031	961	2893	3041	3166	3090	1150	3205	3248	1190
3024	952	2899	3051	3159	3078	1162	3198	3249	1201
3017	944	2904	3065	3153	3063	1178	3192	3255	1217
3012	938	2910	3085	3148	3045	1199	3188	3268	1240
3007	932	2916	3124	3143	3016	1239	3186	3301	1282
3002	927	2925	1004	3139	2745	3248	3185	1187	3295
2998	922	2935	1065	3135	975	3277	3186	1232	3328
2994	918	2946	1032	3131	1015	3245	3189	1195	3304
2989	912	2978	1008	3126	1068	3222	3206	1166	3301
3043	977	2891	3029	3176	3108	1133	3219	3253	1176
3037	969	2892	3036	3171	3099	1142	3211	3249	1182
3033	964	2898	3038	3168	3095	1146	3207	3248	1186
3030	959	2891	3043	3164	3088	1152	3203	3247	1191
3029	957	2888	3046	3162	3084	1156	3201	3248	1195
3025	953	2895	3050	3160	3079	1161	3198	3248	1200
3024	952	2900	3052	3159	3077	1163	3197	3249	1202
2988	912	2979	1005	3126	1068	3219	3206	1161	3300
3038	973	2868	3012	3168	3104	1111	3214	3245	1158
2980	904	2932	1016	3117	1005	3229	3176	1178	3288
